"TICKER","DATE","RETURN","OIL","ENERGY","FINANCE","RETAIL","NF.METALL","OTHER"
"AFKS.ME",2017-03-22,-0.00681818181818172,0,0,0,0,0,1
"AFKS.ME",2017-03-23,0.00549194508009143,0,0,0,0,0,1
"AFKS.ME",2017-03-24,0.0150204831597853,0,0,0,0,0,1
"AFKS.ME",2017-03-27,-0.0125560095316596,0,0,0,0,0,1
"AFKS.ME",2017-03-28,0.0354222979109899,0,0,0,0,0,1
"AFKS.ME",2017-03-29,-0.00438587738534546,0,0,0,0,0,1
"AFKS.ME",2017-03-30,-0.00220268712763505,0,0,0,0,0,1
"AFKS.ME",2017-03-31,-0.0185430463576158,0,0,0,0,0,1
"AFKS.ME",2017-04-03,0.0346378767431399,0,0,0,0,0,1
"AFKS.ME",2017-04-04,-0.00434782608695661,0,0,0,0,0,1
"AFKS.ME",2017-04-05,-0.00655021834061131,0,0,0,0,0,1
"AFKS.ME",2017-04-06,0.0030769230769232,0,0,0,0,0,1
"AFKS.ME",2017-04-07,-0.0205959684487291,0,0,0,0,0,1
"AFKS.ME",2017-04-10,-0.0389261744966444,0,0,0,0,0,1
"AFKS.ME",2017-04-11,0.00791433891992543,0,0,0,0,0,1
"AFKS.ME",2017-04-12,-0.00739030023094689,0,0,0,0,0,1
"AFKS.ME",2017-04-13,-0.0111679851093531,0,0,0,0,0,1
"AFKS.ME",2017-04-14,-0.0230588235294117,0,0,0,0,0,1
"AFKS.ME",2017-04-17,0.0289017822736031,0,0,0,0,0,1
"AFKS.ME",2017-04-18,-0.00936334225827051,0,0,0,0,0,1
"AFKS.ME",2017-04-19,-0.00661625708884694,0,0,0,0,0,1
"AFKS.ME",2017-04-20,0.00761179828734537,0,0,0,0,0,1
"AFKS.ME",2017-04-21,-0.0106232294617564,0,0,0,0,0,1
"AFKS.ME",2017-04-24,0.0324504891434028,0,0,0,0,0,1
"AFKS.ME",2017-04-25,0.0166397504044371,0,0,0,0,0,1
"AFKS.ME",2017-04-26,0.0102295062409865,0,0,0,0,0,1
"AFKS.ME",2017-04-27,-0.0231772737703545,0,0,0,0,0,1
"AFKS.ME",2017-04-28,-0.0163556784151115,0,0,0,0,0,1
"AFKS.ME",2017-05-02,0.0440281498829038,0,0,0,0,0,1
"AFKS.ME",2017-05-03,-0.369223895503639,0,0,0,0,0,1
"AFKS.ME",2017-05-04,0.030583214793741,0,0,0,0,0,1
"AFKS.ME",2017-05-05,0.000345065562456837,0,0,0,0,0,1
"AFKS.ME",2017-05-10,0.0865815798551226,0,0,0,0,0,1
"AFKS.ME",2017-05-11,-0.126349206349206,0,0,0,0,0,1
"AFKS.ME",2017-05-12,-0.03125,0,0,0,0,0,1
"AFKS.ME",2017-05-15,-0.0198799699924982,0,0,0,0,0,1
"AFKS.ME",2017-05-16,-0.0149253731343284,0,0,0,0,0,1
"AFKS.ME",2017-05-17,0.0170940170940173,0,0,0,0,0,1
"AFKS.ME",2017-05-18,-0.00611153552330024,0,0,0,0,0,1
"AFKS.ME",2017-05-19,0.0146041506533436,0,0,0,0,0,1
"AFKS.ME",2017-05-22,0.0037878787878789,0,0,0,0,0,1
"AFKS.ME",2017-05-23,0.0260377358490567,0,0,0,0,0,1
"AFKS.ME",2017-05-24,-0.102611254137551,0,0,0,0,0,1
"AFKS.ME",2017-05-25,-0.015983606557377,0,0,0,0,0,1
"AFKS.ME",2017-05-26,0.0241566014160766,0,0,0,0,0,1
"AFKS.ME",2017-05-29,-0.0288735258235056,0,0,0,0,0,1
"AFKS.ME",2017-05-30,0.0406197654941374,0,0,0,0,0,1
"AFKS.ME",2017-05-31,0.00241448692152901,0,0,0,0,0,1
"AFKS.ME",2017-06-01,-0.000401445202729889,0,0,0,0,0,1
"AFKS.ME",2017-06-02,0.0847389558232934,0,0,0,0,0,1
"AFKS.ME",2017-06-05,0.0485005553498703,0,0,0,0,0,1
"AFKS.ME",2017-06-06,-0.0745056497175141,0,0,0,0,0,1
"AFKS.ME",2017-06-07,-0.0286150324303701,0,0,0,0,0,1
"AFKS.ME",2017-06-08,-0.00235663786331508,0,0,0,0,0,1
"AFKS.ME",2017-06-09,0.0118110236220472,0,0,0,0,0,1
"AFKS.ME",2017-06-13,-0.00972762645914393,0,0,0,0,0,1
"AFKS.ME",2017-06-14,-0.00825147347740673,0,0,0,0,0,1
"AFKS.ME",2017-06-15,-0.0412044374009508,0,0,0,0,0,1
"AFKS.ME",2017-06-16,0.0322314049586778,0,0,0,0,0,1
"AFKS.ME",2017-06-19,0.0464371497197757,0,0,0,0,0,1
"AFKS.ME",2017-06-20,-0.00306044376434589,0,0,0,0,0,1
"AFKS.ME",2017-06-21,-0.0414428242517267,0,0,0,0,0,1
"AFKS.ME",2017-06-22,0.0728582866293035,0,0,0,0,0,1
"AFKS.ME",2017-06-23,0.044776119402985,0,0,0,0,0,1
"AFLT.ME",2017-02-13,-0.0116991977715878,0,0,0,0,0,1
"AFLT.ME",2017-02-14,-0.0124013363833597,0,0,0,0,0,1
"AFLT.ME",2017-02-15,-0.0134131908689473,0,0,0,0,0,1
"AFLT.ME",2017-02-16,-0.00954590073893324,0,0,0,0,0,1
"AFLT.ME",2017-02-17,0.0110981836056925,0,0,0,0,0,1
"AFLT.ME",2017-02-20,-0.0106874981852976,0,0,0,0,0,1
"AFLT.ME",2017-02-21,-0.00204383065693436,0,0,0,0,0,1
"AFLT.ME",2017-02-22,-0.0155061093799687,0,0,0,0,0,1
"AFLT.ME",2017-02-24,-0.00742942050520057,0,0,0,0,0,1
"AFLT.ME",2017-02-27,-0.011676628742515,0,0,0,0,0,1
"AFLT.ME",2017-02-28,0.00090877914131271,0,0,0,0,0,1
"AFLT.ME",2017-03-01,0.0735472713113912,0,0,0,0,0,1
"AFLT.ME",2017-03-02,-0.0188892353350132,0,0,0,0,0,1
"AFLT.ME",2017-03-03,-0.0295976666666666,0,0,0,0,0,1
"AFLT.ME",2017-03-06,-0.0103642282369834,0,0,0,0,0,1
"AFLT.ME",2017-03-07,-0.035607491240904,0,0,0,0,0,1
"AFLT.ME",2017-03-09,-0.052745890887219,0,0,0,0,0,1
"AFLT.ME",2017-03-10,-0.0226007018382195,0,0,0,0,0,1
"AFLT.ME",2017-03-13,0.0549597665206387,0,0,0,0,0,1
"AFLT.ME",2017-03-14,-0.0177889968661624,0,0,0,0,0,1
"AFLT.ME",2017-03-15,-0.00970245757946475,0,0,0,0,0,1
"AFLT.ME",2017-03-16,0.0411494954480929,0,0,0,0,0,1
"AFLT.ME",2017-03-17,0.01348813727057,0,0,0,0,0,1
"AFLT.ME",2017-03-20,-0.0139275763430348,0,0,0,0,0,1
"AFLT.ME",2017-03-21,-0.00188325796830024,0,0,0,0,0,1
"AFLT.ME",2017-03-22,0.0330188679245282,0,0,0,0,0,1
"AFLT.ME",2017-03-23,0.0073059178082191,0,0,0,0,0,1
"AFLT.ME",2017-03-24,0.0129949171289498,0,0,0,0,0,1
"AFLT.ME",2017-03-27,-0.0155131617358057,0,0,0,0,0,1
"AFLT.ME",2017-03-28,0.00393935757575758,0,0,0,0,0,1
"AFLT.ME",2017-03-29,0.00362213113029153,0,0,0,0,0,1
"AFLT.ME",2017-03-30,0.0153383639097744,0,0,0,0,0,1
"AFLT.ME",2017-03-31,-0.00473935418117266,0,0,0,0,0,1
"AFLT.ME",2017-04-03,0.00178573214285715,0,0,0,0,0,1
"AFLT.ME",2017-04-04,0.00237667256607232,0,0,0,0,0,1
"AFLT.ME",2017-04-05,0.0370480148852641,0,0,0,0,0,1
"AFLT.ME",2017-04-06,0.0145756104242745,0,0,0,0,0,1
"AFLT.ME",2017-04-07,-0.0315493295774648,0,0,0,0,0,1
"AFLT.ME",2017-04-10,-0.0485747021026656,0,0,0,0,0,1
"AFLT.ME",2017-04-11,0.0171201647730939,0,0,0,0,0,1
"AFLT.ME",2017-04-12,-0.0129246102942732,0,0,0,0,0,1
"AFLT.ME",2017-04-13,0.01278931813866,0,0,0,0,0,1
"AFLT.ME",2017-04-14,-0.027360209969449,0,0,0,0,0,1
"AFLT.ME",2017-04-17,0.0126738979907264,0,0,0,0,0,1
"AFLT.ME",2017-04-18,-0.00457875449489464,0,0,0,0,0,1
"AFLT.ME",2017-04-19,-0.00613308789696865,0,0,0,0,0,1
"AFLT.ME",2017-04-20,0.00894783692166912,0,0,0,0,0,1
"AFLT.ME",2017-04-21,0.0235474373088687,0,0,0,0,0,1
"AFLT.ME",2017-04-24,0.0268897510526531,0,0,0,0,0,1
"AFLT.ME",2017-04-25,0.0267674765167014,0,0,0,0,0,1
"AFLT.ME",2017-04-26,0.0198356478294528,0,0,0,0,0,1
"AFLT.ME",2017-04-27,-0.0227840570622515,0,0,0,0,0,1
"AFLT.ME",2017-04-28,-0.000568700577695758,0,0,0,0,0,1
"AFLT.ME",2017-05-02,0.0241820768136558,0,0,0,0,0,1
"AFLT.ME",2017-05-03,0.00694444444444442,0,0,0,0,0,1
"AFLT.ME",2017-05-04,0.0104827255172413,0,0,0,0,0,1
"AFLT.ME",2017-05-05,0.0242970906130633,0,0,0,0,0,1
"AFLT.ME",2017-05-10,0.0117270625247208,0,0,0,0,0,1
"AFLT.ME",2017-05-11,-0.0121180345819067,0,0,0,0,0,1
"AFLT.ME",2017-05-12,-0.0178666986666667,0,0,0,0,0,1
"AFLT.ME",2017-05-15,-0.0122183006967679,0,0,0,0,0,1
"AFLT.ME",2017-05-16,0.0137438157364644,0,0,0,0,0,1
"AFLT.ME",2017-05-17,0.0086768224081395,0,0,0,0,0,1
"AFLT.ME",2017-05-18,0.0177419516129032,0,0,0,0,0,1
"AFLT.ME",2017-05-19,-0.00105650817131786,0,0,0,0,0,1
"AFLT.ME",2017-05-22,0.00634583269130085,0,0,0,0,0,1
"AFLT.ME",2017-05-23,0.0246978293531608,0,0,0,0,0,1
"AFLT.ME",2017-05-24,-0.00615383076923071,0,0,0,0,0,1
"AFLT.ME",2017-05-25,0.00696589772498601,0,0,0,0,0,1
"AFLT.ME",2017-05-26,-0.0258774694095045,0,0,0,0,0,1
"AFLT.ME",2017-05-29,-0.00315626502400013,0,0,0,0,0,1
"AFLT.ME",2017-05-30,0.00817943535620058,0,0,0,0,0,1
"AFLT.ME",2017-05-31,-0.012823852193292,0,0,0,0,0,1
"AFLT.ME",2017-06-01,-0.00212093842669347,0,0,0,0,0,1
"AFLT.ME",2017-06-02,-0.0127523593956274,0,0,0,0,0,1
"AFLT.ME",2017-06-05,0.0174919265205824,0,0,0,0,0,1
"AFLT.ME",2017-06-06,0.00502510967958036,0,0,0,0,0,1
"AFLT.ME",2017-06-07,-0.00526315789473686,0,0,0,0,0,1
"AFLT.ME",2017-06-08,0.0164021481481482,0,0,0,0,0,1
"AFLT.ME",2017-06-09,0.00390421643193495,0,0,0,0,0,1
"AFLT.ME",2017-06-13,-0.0199637328504931,0,0,0,0,0,1
"AFLT.ME",2017-06-14,0.00529100529100535,0,0,0,0,0,1
"AFLT.ME",2017-06-15,-0.0410526473684211,0,0,0,0,0,1
"AFLT.ME",2017-06-16,-0.0414379973892096,0,0,0,0,0,1
"AFLT.ME",2017-06-19,0.0392213354441913,0,0,0,0,0,1
"AFLT.ME",2017-06-20,-0.000550997245179152,0,0,0,0,0,1
"AFLT.ME",2017-06-21,0.0529217547824175,0,0,0,0,0,1
"AFLT.ME",2017-06-22,0.0172775026178011,0,0,0,0,0,1
"AFLT.ME",2017-06-23,-0.0151826914794232,0,0,0,0,0,1
"AGRO.ME",2017-02-13,-0.0024330900243309,0,0,0,0,1,0
"AGRO.ME",2017-02-14,-0.0121951219512195,0,0,0,0,1,0
"AGRO.ME",2017-02-15,-0.0160493827160494,0,0,0,0,1,0
"AGRO.ME",2017-02-16,0.00250941028858209,0,0,0,0,1,0
"AGRO.ME",2017-02-17,-0.00375469336670842,0,0,0,0,1,0
"AGRO.ME",2017-02-20,0.0213567839195981,0,0,0,0,1,0
"AGRO.ME",2017-02-21,0.00369003690036895,0,0,0,0,1,0
"AGRO.ME",2017-02-22,0.00367647058823528,0,0,0,0,1,0
"AGRO.ME",2017-02-24,-0.0122100122100122,0,0,0,0,1,0
"AGRO.ME",2017-02-27,0.00741656365883814,0,0,0,0,1,0
"AGRO.ME",2017-02-28,0,0,0,0,0,1,0
"AGRO.ME",2017-03-01,-0.00613496932515334,0,0,0,0,1,0
"AGRO.ME",2017-03-02,0.00740740740740731,0,0,0,0,1,0
"AGRO.ME",2017-03-03,-0.0171568627450981,0,0,0,0,1,0
"AGRO.ME",2017-03-06,-0.00623441396508728,0,0,0,0,1,0
"AGRO.ME",2017-03-07,0.0112923462986199,0,0,0,0,1,0
"AGRO.ME",2017-03-09,-0.00868486352357323,0,0,0,0,1,0
"AGRO.ME",2017-03-10,-0.0275344180225282,0,0,0,0,1,0
"AGRO.ME",2017-03-13,-0.0193050193050193,0,0,0,0,1,0
"AGRO.ME",2017-03-14,-0.0118110236220472,0,0,0,0,1,0
"AGRO.ME",2017-03-15,-0.0318725099601593,0,0,0,0,1,0
"AGRO.ME",2017-03-16,-0.0150891632373114,0,0,0,0,1,0
"AGRO.ME",2017-03-17,0.00835654596100288,0,0,0,0,1,0
"AGRO.ME",2017-03-20,0,0,0,0,0,1,0
"AGRO.ME",2017-03-21,-0.011049723756906,0,0,0,0,1,0
"AGRO.ME",2017-03-22,-0.00418994413407825,0,0,0,0,1,0
"AGRO.ME",2017-03-23,-0.00701262272089764,0,0,0,0,1,0
"AGRO.ME",2017-03-24,-0.0268361581920904,0,0,0,0,1,0
"AGRO.ME",2017-03-27,0.00145137880986934,0,0,0,0,1,0
"AGRO.ME",2017-03-28,-0.0144927536231884,0,0,0,0,1,0
"AGRO.ME",2017-03-29,0.00147058823529411,0,0,0,0,1,0
"AGRO.ME",2017-03-30,0.0352422907488987,0,0,0,0,1,0
"AGRO.ME",2017-03-31,-0.00141843971631206,0,0,0,0,1,0
"AGRO.ME",2017-04-03,-0.0127840909090909,0,0,0,0,1,0
"AGRO.ME",2017-04-04,0.0129496402877698,0,0,0,0,1,0
"AGRO.ME",2017-04-05,-0.00710227272727271,0,0,0,0,1,0
"AGRO.ME",2017-04-06,0.0128755364806867,0,0,0,0,1,0
"AGRO.ME",2017-04-07,-0.00141242937853103,0,0,0,0,1,0
"AGRO.ME",2017-04-10,0.0127298444130128,0,0,0,0,1,0
"AGRO.ME",2017-04-11,-0.005586592178771,0,0,0,0,1,0
"AGRO.ME",2017-04-12,-0.0294943820224719,0,0,0,0,1,0
"AGRO.ME",2017-04-13,-0.00578871201157738,0,0,0,0,1,0
"AGRO.ME",2017-04-14,-0.0160116448326055,0,0,0,0,1,0
"AGRO.ME",2017-04-17,-0.0266272189349113,0,0,0,0,1,0
"AGRO.ME",2017-04-18,0.0136778115501519,0,0,0,0,1,0
"AGRO.ME",2017-04-19,0.0119940029985008,0,0,0,0,1,0
"AGRO.ME",2017-04-20,0.0162962962962963,0,0,0,0,1,0
"AGRO.ME",2017-04-21,-0.00437317784256563,0,0,0,0,1,0
"AGRO.ME",2017-04-24,-0.00878477306002923,0,0,0,0,1,0
"AGRO.ME",2017-04-25,0,0,0,0,0,1,0
"AGRO.ME",2017-04-26,0.0103397341211227,0,0,0,0,1,0
"AGRO.ME",2017-04-27,0.0292397660818713,0,0,0,0,1,0
"AGRO.ME",2017-04-28,-0.00568181818181823,0,0,0,0,1,0
"AGRO.ME",2017-05-02,0.00142857142857133,0,0,0,0,1,0
"AGRO.ME",2017-05-03,-0.00142653352353783,0,0,0,0,1,0
"AGRO.ME",2017-05-04,-0.0214285714285715,0,0,0,0,1,0
"AGRO.ME",2017-05-05,0.00875912408759127,0,0,0,0,1,0
"AGRO.ME",2017-05-10,0.0101302460202606,0,0,0,0,1,0
"AGRO.ME",2017-05-11,-0.00286532951289398,0,0,0,0,1,0
"AGRO.ME",2017-05-12,-0.00574712643678166,0,0,0,0,1,0
"AGRO.ME",2017-05-15,0.00144508670520227,0,0,0,0,1,0
"AGRO.ME",2017-05-16,-0.0317460317460317,0,0,0,0,1,0
"AGRO.ME",2017-05-17,0.00745156482861398,0,0,0,0,1,0
"AGRO.ME",2017-05-18,0.00591715976331364,0,0,0,0,1,0
"AGRO.ME",2017-05-19,-0.00735294117647056,0,0,0,0,1,0
"AGRO.ME",2017-05-22,0.00296296296296306,0,0,0,0,1,0
"AGRO.ME",2017-05-23,-0.0132939438700148,0,0,0,0,1,0
"AGRO.ME",2017-05-24,-0.00149700598802394,0,0,0,0,1,0
"AGRO.ME",2017-05-25,-0.00299850074962515,0,0,0,0,1,0
"AGRO.ME",2017-05-26,-0.00902255639097749,0,0,0,0,1,0
"AGRO.ME",2017-05-29,-0.00303490136570561,0,0,0,0,1,0
"AGRO.ME",2017-05-30,-0.010654490106545,0,0,0,0,1,0
"AGRO.ME",2017-05-31,-0.0153846153846153,0,0,0,0,1,0
"AGRO.ME",2017-06-01,-0.040625,0,0,0,0,1,0
"AGRO.ME",2017-06-02,-0.0309446254071661,0,0,0,0,1,0
"AGRO.ME",2017-06-05,0.0252100840336134,0,0,0,0,1,0
"AGRO.ME",2017-06-06,-0.0049180327868853,0,0,0,0,1,0
"AGRO.ME",2017-06-07,-0.00658978583196046,0,0,0,0,1,0
"AGRO.ME",2017-06-08,-0.0232172470978441,0,0,0,0,1,0
"AGRO.ME",2017-06-09,0.0135823429541595,0,0,0,0,1,0
"AGRO.ME",2017-06-13,-0.00167504187604695,0,0,0,0,1,0
"AGRO.ME",2017-06-14,0.00671140939597326,0,0,0,0,1,0
"AGRO.ME",2017-06-15,0.01,0,0,0,0,1,0
"AGRO.ME",2017-06-16,-0.00330033003300334,0,0,0,0,1,0
"AGRO.ME",2017-06-19,0.00827814569536423,0,0,0,0,1,0
"AGRO.ME",2017-06-20,0.0492610837438423,0,0,0,0,1,0
"AGRO.ME",2017-06-21,0.0125195618153364,0,0,0,0,1,0
"AGRO.ME",2017-06-22,0.0139103554868625,0,0,0,0,1,0
"AGRO.ME",2017-06-23,0.00762195121951215,0,0,0,0,1,0
"AKRN.ME",2017-02-13,-0.00318655851680183,0,0,0,0,0,1
"AKRN.ME",2017-02-14,-0.0104620749782041,0,0,0,0,0,1
"AKRN.ME",2017-02-15,0.00469897209985315,0,0,0,0,0,1
"AKRN.ME",2017-02-16,-0.00613855597778423,0,0,0,0,0,1
"AKRN.ME",2017-02-17,0.0102941176470588,0,0,0,0,0,1
"AKRN.ME",2017-02-20,0.00262008733624453,0,0,0,0,0,1
"AKRN.ME",2017-02-21,-0.0084204413472706,0,0,0,0,0,1
"AKRN.ME",2017-02-22,-0.00146412884333824,0,0,0,0,0,1
"AKRN.ME",2017-02-24,-0.00293255131964809,0,0,0,0,0,1
"AKRN.ME",2017-02-27,-0.0114705882352941,0,0,0,0,0,1
"AKRN.ME",2017-02-28,0.00535554894376666,0,0,0,0,0,1
"AKRN.ME",2017-03-01,0.00325540100621491,0,0,0,0,0,1
"AKRN.ME",2017-03-02,0,0,0,0,0,0,1
"AKRN.ME",2017-03-03,0.00530973451327443,0,0,0,0,0,1
"AKRN.ME",2017-03-06,-0.011150234741784,0,0,0,0,0,1
"AKRN.ME",2017-03-07,0.0029673590504451,0,0,0,0,0,1
"AKRN.ME",2017-03-09,-0.00917159763313613,0,0,0,0,0,1
"AKRN.ME",2017-03-10,-0.0176171991639296,0,0,0,0,0,1
"AKRN.ME",2017-03-13,-0.00607902735562305,0,0,0,0,0,1
"AKRN.ME",2017-03-14,0,0,0,0,0,0,1
"AKRN.ME",2017-03-15,-0.0122324159021406,0,0,0,0,0,1
"AKRN.ME",2017-03-16,0.0108359133126934,0,0,0,0,0,1
"AKRN.ME",2017-03-17,-0.00306278713629404,0,0,0,0,0,1
"AKRN.ME",2017-03-20,0.0193548387096774,0,0,0,0,0,1
"AKRN.ME",2017-03-21,0.00693188667872202,0,0,0,0,0,1
"AKRN.ME",2017-03-22,-0.00329242741694102,0,0,0,0,0,1
"AKRN.ME",2017-03-23,0.00540540540540535,0,0,0,0,0,1
"AKRN.ME",2017-03-24,-0.017921146953405,0,0,0,0,0,1
"AKRN.ME",2017-03-27,0.000608272506082752,0,0,0,0,0,1
"AKRN.ME",2017-03-28,0.0121580547112461,0,0,0,0,0,1
"AKRN.ME",2017-03-29,-0.00930930930930929,0,0,0,0,0,1
"AKRN.ME",2017-03-30,-0.0100030312215823,0,0,0,0,0,1
"AKRN.ME",2017-03-31,0.0131659522351499,0,0,0,0,0,1
"AKRN.ME",2017-04-03,-0.00120882441825321,0,0,0,0,0,1
"AKRN.ME",2017-04-04,-0.00574886535552188,0,0,0,0,0,1
"AKRN.ME",2017-04-05,-0.000912964090079127,0,0,0,0,0,1
"AKRN.ME",2017-04-06,0.00822418519646662,0,0,0,0,0,1
"AKRN.ME",2017-04-07,0.00725075528700914,0,0,0,0,0,1
"AKRN.ME",2017-04-10,-0.0191961607678465,0,0,0,0,0,1
"AKRN.ME",2017-04-11,0.00519877675840985,0,0,0,0,0,1
"AKRN.ME",2017-04-12,-0.000912686340127755,0,0,0,0,0,1
"AKRN.ME",2017-04-13,-0.00578562728380028,0,0,0,0,0,1
"AKRN.ME",2017-04-14,0.0116385911179173,0,0,0,0,0,1
"AKRN.ME",2017-04-17,-0.00302755071147442,0,0,0,0,0,1
"AKRN.ME",2017-04-18,-0.00819921044640148,0,0,0,0,0,1
"AKRN.ME",2017-04-19,-0.00489895897121861,0,0,0,0,0,1
"AKRN.ME",2017-04-20,0.00584615384615383,0,0,0,0,0,1
"AKRN.ME",2017-04-21,0.00152951973080451,0,0,0,0,0,1
"AKRN.ME",2017-04-24,0.000305436774587609,0,0,0,0,0,1
"AKRN.ME",2017-04-25,0.0152671755725191,0,0,0,0,0,1
"AKRN.ME",2017-04-26,-0.00992481203007523,0,0,0,0,0,1
"AKRN.ME",2017-04-27,-0.00668286755771563,0,0,0,0,0,1
"AKRN.ME",2017-04-28,0.0244648318042813,0,0,0,0,0,1
"AKRN.ME",2017-05-02,-0.0101492537313432,0,0,0,0,0,1
"AKRN.ME",2017-05-03,-0.000603136308805818,0,0,0,0,0,1
"AKRN.ME",2017-05-04,-0.00422450211225101,0,0,0,0,0,1
"AKRN.ME",2017-05-05,0.00454545454545463,0,0,0,0,0,1
"AKRN.ME",2017-05-10,0.0105580693815988,0,0,0,0,0,1
"AKRN.ME",2017-05-11,-0.0149253731343284,0,0,0,0,0,1
"AKRN.ME",2017-05-12,-0.000909090909090859,0,0,0,0,0,1
"AKRN.ME",2017-05-15,-0.0118289353958144,0,0,0,0,0,1
"AKRN.ME",2017-05-16,0.00583179864947825,0,0,0,0,0,1
"AKRN.ME",2017-05-17,-0.00823924321025327,0,0,0,0,0,1
"AKRN.ME",2017-05-18,-0.000307692307692342,0,0,0,0,0,1
"AKRN.ME",2017-05-19,-0.0169282856263465,0,0,0,0,0,1
"AKRN.ME",2017-05-22,-0.0144020037570445,0,0,0,0,0,1
"AKRN.ME",2017-05-23,-0.00349428208386282,0,0,0,0,0,1
"AKRN.ME",2017-05-24,-0.00733184571246415,0,0,0,0,0,1
"AKRN.ME",2017-05-25,0.000321130378933887,0,0,0,0,0,1
"AKRN.ME",2017-05-26,0,0,0,0,0,0,1
"AKRN.ME",2017-05-29,-0.0102728731942215,0,0,0,0,0,1
"AKRN.ME",2017-05-30,-0.00454103146286089,0,0,0,0,0,1
"AKRN.ME",2017-05-31,-0.0387748452264581,0,0,0,0,0,1
"AKRN.ME",2017-06-01,0.0203389830508474,0,0,0,0,0,1
"AKRN.ME",2017-06-02,-0.00199335548172752,0,0,0,0,0,1
"AKRN.ME",2017-06-05,0.00898801597869503,0,0,0,0,0,1
"AKRN.ME",2017-06-06,0.00494886176179477,0,0,0,0,0,1
"AKRN.ME",2017-06-07,-0.00558108995403805,0,0,0,0,0,1
"AKRN.ME",2017-06-08,0,0,0,0,0,0,1
"AKRN.ME",2017-06-09,-0.00561241333773521,0,0,0,0,0,1
"AKRN.ME",2017-06-13,-0.0122841965471447,0,0,0,0,0,1
"AKRN.ME",2017-06-14,-0.0141176470588236,0,0,0,0,0,1
"AKRN.ME",2017-06-15,-0.00545516535969992,0,0,0,0,0,1
"AKRN.ME",2017-06-16,0.00548508741858078,0,0,0,0,0,1
"AKRN.ME",2017-06-19,0.00750085236958742,0,0,0,0,0,1
"AKRN.ME",2017-06-20,0.0250423011844332,0,0,0,0,0,1
"AKRN.ME",2017-06-21,-0.0112248266754704,0,0,0,0,0,1
"AKRN.ME",2017-06-22,-0.011686143572621,0,0,0,0,0,1
"AKRN.ME",2017-06-23,0.035472972972973,0,0,0,0,0,1
"ALRS.ME",2017-02-13,-0.0193236714975845,0,0,0,0,0,1
"ALRS.ME",2017-02-14,-0.0216748472906404,0,0,0,0,0,1
"ALRS.ME",2017-02-15,-0.00362538760446962,0,0,0,0,0,1
"ALRS.ME",2017-02-16,0.0248635531662915,0,0,0,0,0,1
"ALRS.ME",2017-02-17,-0.0236686583102829,0,0,0,0,0,1
"ALRS.ME",2017-02-20,0.0070706767676767,0,0,0,0,0,1
"ALRS.ME",2017-02-21,-0.0220661691694936,0,0,0,0,0,1
"ALRS.ME",2017-02-22,-0.0132307794871795,0,0,0,0,0,1
"ALRS.ME",2017-02-24,-0.015175127483371,0,0,0,0,0,1
"ALRS.ME",2017-02-27,-0.0137203482849605,0,0,0,0,0,1
"ALRS.ME",2017-02-28,-0.0148742540890612,0,0,0,0,0,1
"ALRS.ME",2017-03-01,0.0261786123436587,0,0,0,0,0,1
"ALRS.ME",2017-03-02,-0.0049751349108168,0,0,0,0,0,1
"ALRS.ME",2017-03-03,0.019680829787234,0,0,0,0,0,1
"ALRS.ME",2017-03-06,-0.015232123426857,0,0,0,0,0,1
"ALRS.ME",2017-03-07,-0.0263798816228402,0,0,0,0,0,1
